Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Reached
1.3787601096459114,0.000999841243963355,393.97890076710655,0.5928777756165406,0.0009992825023312014,0.000999495507622802,3.132608320139362,2748.7262399456736,-395.8906350852718,0.0009990773217038612,-437.2399612790517,-425.5907189546088,-494.74396598943395,0.0009990586968223194,0.0009995003331027834
1.850824677134775,0.000999841243963355,534.6261546414288,0.8604088526833923,0.0009992825023312014,0.000999495507622802,3.132608320139362,5317.683228127065,-395.8906350852718,-409.38734269043897,-437.2399612790517,-425.5907189546088,0.0009990609294852446,-507.72243011967066,0.0009995003331027834
2.2561260481695298,0.887079528592649,330.34668682723634,0.8604088526833923,0.598546022225127,0.000999495507622802,2.598099428173356,2267.0910277222983,-395.8906350852718,-409.38734269043897,-437.2399612790517,-425.5907189546088,0.0009990609294852446,-507.72243011967066,0.0009995003331027834
1.850824677134775,2.309174291612899,514.9248529230199,0.8604088526833923,0.598546022225127,0.000999495507622802,2.0626082796752936,8870.183725320408,0.000999080235552239,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,-6.907754354240535
2.61510152203299,0.000999841243963355,478.6580685555194,1.21574100317089,0.598546022225127,-7.14345694938469,1.882385990768861,7517.855439479515,-395.8906350852718,-409.38734269043897,0.0009990716114447505,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
1.3787601096459114,2.929830189382737,534.6261546414288,0.8604088526833923,0.0009992825023312014,0.000999495507622802,1.882385990768861,9365.76777523816,-395.8906350852718,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
1.850824677134775,0.000999841243963355,437.3547626685966,0.8604088526833923,0.0009992825023312014,0.000999495507622802,1.2969478567735193,4663.3098809654375,-395.8906350852718,0.0009990773217038612,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
1.850824677134775,0.000999841243963355,473.11668366385936,1.21574100317089,0.0009992825023312014,0.000999495507622802,0.0009994516568112507,8862.455707523424,0.000999080235552239,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,0.0009990586968223194,-6.907754354240535
1.850824677134775,1.6365710752389706,288.97271060905257,0.8604088526833923,0.0009992825023312014,-7.14345694938469,2.3802292156828306,1597.1865105738884,-395.8906350852718,-409.38734269043897,-437.2399612790517,0.0009990739524734235,-494.74396598943395,-507.72243011967066,0.0009995003331027834
1.3787601096459114,2.929830189382737,440.0895555336912,1.021877319084879,0.598546022225127,-7.14345694938469,1.7726524089149482,8472.828305373041,-395.8906350852718,0.0009990773217038612,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
2.61510152203299,0.000999841243963355,591.5517007680514,1.21574100317089,0.0009992825023312014,-7.14345694938469,1.9780013246764694,9876.872647853834,-395.8906350852718,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
2.2561260481695298,2.929830189382737,649.3711278801925,1.1330712939558827,0.0009992825023312014,-7.14345694938469,1.9780013246764694,8009.659321791211,-395.8906350852718,-409.38734269043897,0.0009990716114447505,-425.5907189546088,-494.74396598943395,-507.72243011967066,-6.907754354240535
0.7989405785983191,0.887079528592649,367.2480338844017,0.8604088526833923,0.598546022225127,-7.14345694938469,2.0626082796752936,7207.117986754088,0.000999080235552239,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,0.0009990586968223194,0.0009995003331027834
1.850824677134775,1.6365710752389706,338.20104082192574,0.8604088526833923,0.598546022225127,0.000999495507622802,2.0626082796752936,2825.1741666936196,0.000999080235552239,-409.38734269043897,-437.2399612790517,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
1.3787601096459114,2.929830189382737,410.1594877285866,1.021877319084879,0.8730584316555752,-7.14345694938469,0.0009994516568112507,8916.561979201946,-395.8906350852718,-409.38734269043897,0.0009990716114447505,-425.5907189546088,-494.74396598943395,-507.72243011967066,0.0009995003331027834
